QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,skill,b
870,4,Count a number of objects,172,Quadratic Sequences,D,"\[
1,3,5,7, \ldots ?
\]

Which pattern matches the sequence above?",![A sequence of 4 patterns. The first pattern is 1 green dot. The second pattern is green dots arranged in a 2 by 2 square shape. The third pattern is green dots arranged in a 3 by 3 square shape. The fourth pattern is green dots arranged in a 4 by 4 square shape. ](),![A sequence of 4 patterns. The first pattern is one small cube. The other patterns are larger cubes made from small cubes like the one in the first pattern: Pattern 2 is a cube of width 2; Pattern 3 is a cube of width 3; Pattern 4 is a cube of width 4.](),"![A sequence of 4 patterns. The first pattern is one blue dot. The other patterns are triangles, made from blue dots like the one in the first pattern: Pattern 2 has 2 dots on the bottom and 1 dot above these; Pattern 3 is the same as Pattern 2 but with 3 extra dots that form a 3rd row at the bottom; Pattern 4 is the same as Pattern 3 but with 4 extra dots forming a 4th row at the bottom.]()",![A sequence of 4 patterns. The first pattern is one red dot. The other patterns are made from multiple red dots: Pattern 2 is like a 2 by 2 square of dots but with the top left dot missing; Pattern 3 is like a 2 (width) by 3 rectangle of dots but with the top left dot missing; Pattern 4 is like a 2 (width) by 4 rectangle of dots but with the top left dot missing;](),142.0,142.0,108.0,,Sequences,1.0
872,473,Calculate the square of a number,246,"Square Roots, Cube Roots, etc",B,\( 11^{2}= \),\( 1111 \),\( 121 \),\( 22 \),\( 112 \),446.0,,2316.0,2352.0,,0.0
873,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,C,"Simplify the following, if possible: \( \frac{4 t^{2}-1}{4 t+2} \)",\( t-1 \),\( t+\frac{1}{2} \),\( t-\frac{1}{2} \),Does not simplify,,,,113.0,,0.0
875,217,Round numbers to one decimal place,214,Rounding to Decimal Places,C,Round \( 27.48 \) to one decimal place,\( 27.4 \),\( 27 \),\( 27.5 \),\( 28.0 \),1379.0,2392.0,,,,0.0
876,348,Recognise when to find the Lowest Common Multiple to solve a problem,219,Factors and Highest Common Factor,C,"Sophie is organising a charity hot dog sale.
There are \( 18 \) bread rolls in each packet.
There are \( 15 \) hot dogs in each packet.
Sophie buys exactly the same number of bread rolls as hot dogs.
What is the smallest number of each packet that Sophie can buy?

To solve this problem you need to work out the \( ___ \) of \( 18 \) and \( 15 \)",Product,Sum,Lowest Common Multiple,Highest Common Factor,1470.0,2130.0,,1356.0,,0.0
877,2012,Identify a unit of length,195,Length Units,A,"Tom and Katie are discussing units of length
Tom says miles is a unit of length
Katie says \( m l \) is a unit of length
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,,1210.0,1210.0,1782.0,,0.0
878,28,Recognise the place value of each digit in integers,202,Place Value,B,"What is the value of the \( 2 \) in the number below?
\(
12030
\)",\( 20000 \),\( 2000 \),\( 200 \),\( 2 \),45.0,,2402.0,2395.0,,0.0
880,2254,Solve problems involving subtracting a period of time from a given end time,209,Time,C,What time is \( 30 \) minutes before midnight?,\( 11: 30 \),11:30 am,11:30 pm,None of these answers is correct,581.0,2485.0,,,,0.0
883,1481,"Solve three or more step linear equations, with the variable on one side, involving negative decimals",64,Linear Equations,A,"Tom and Katie are discussing how to solve:
\(\frac{5 x}{3}-1=-2.4\)

Tom says a correct next line of working could be: \( 5 x-3=-7.2 \)

Katie says a correct next line of working could be: \( \frac{5 x}{3}=-3.4 \)

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,,,,340.0,Algebra,1.0
884,441,Multiply proper fractions in the form: Fraction × Fraction,231,Multiplying Fractions,D,Calculate: \( \frac{1}{8} \times \frac{1}{3} \),\( \frac{2}{11} \),\( \frac{3}{8} \),\( \frac{1}{11} \),\( \frac{1}{24} \),1980.0,565.0,1280.0,,Fractions,1.0
885,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,B,Which shape has rotational symmetry order \( 4 \) ?,![Rectangle](),![Square](),![Trapezium](),![Hexagon](),1877.0,,2355.0,1007.0,,0.0
886,223,Round numbers between 0 and 1 to one significant figure,34,Upper and Lower Bounds,D,Round \( 0.0572 \) to \( 1 \) significant figure,\( 0.05 \),\( 0.1 \),\( 0 \),\( 0.06 \),1379.0,739.0,1248.0,,,0.0
887,531,Change an integer base number to another integer base number with a positive integer power,245,"Squares, Cubes, etc",C,"Tom and Katie are arguing about powers.
Tom says \( 2^{6}=4^{3} \)
Katie says \( 2^{6}=8^{2} \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1072.0,,,2480.0,,0.0
888,1407,Expand two brackets with linear terms in the form (x + a)(x + b),51,Expanding Double Brackets,B,"Multiply out the brackets:
\[
(m-5)(m-7)
\]",\( m^{2}-2 m-35 \),\( m^{2}-12 m+35 \),\( m^{2}+12 m+35 \),\( m^{2}-12 m-35 \),,,1639.0,1597.0,Algebra,1.0
889,1042,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166,Solving Linear Inequalities,A,"Tom and Katie are arguing about the solution to this inequality:
\[
20 \geq 8 m
\]

Tom says \( m \) could be \( 2.5 \)

Katie says \( m \) could be \( 3 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,1880.0,,1660.0,,0.0
890,1405,Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression,50,Expanding Single Brackets,B,Multiply out the brackets: \( m(m-2) \),\( 2 m-2 \),\( m^{2}-2 m \),\( 2 m-2 m \),\( m^{2}-2 \),,,577.0,220.0,Algebra,1.0
892,93,Complete mental subtraction problems up to 1000,203,Mental Addition and Subtraction,D,\( 204-36= \),\( 156 \),\( 178 \),\( 240 \),\( 168 \),,1858.0,1514.0,,,0.0
893,2142,Complete multi-step conversions of mass that use division,198,Weight Units,D,How should you write \( 5 \) kilograms and \( 7 \) grams in tonnes?,\( 5007 t \),\( 0.05007 t \),\( 5.007 t \),\( 0.005007 t \),666.0,1491.0,,,,0.0
895,855,Use the order of operations to carry out calculations involving brackets,33,BIDMAS,B,"\[
9-8+5
\]
Jo and Paul are trying to make the calculation above equal to \( 6 \).
Jo says you can write it like this: \( 9-(8+5) \)
Paul says you can leave it like this: \( 9-8+5 \)
Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,2488.0,,2488.0,2306.0,,0.0
896,3330,"Given an equation, form  or identify related equations",70,Writing Expressions,A,"Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?",Only Tom,"Only
Katie",Both Tom and Katie,Neither is correct,,340.0,340.0,14.0,Algebra,1.0
898,2174,Perform calculations with temperature when given in the same units,211,Adding and Subtracting Negative Numbers,B,Which statement about the temperatures \( -5^{\circ} \mathrm{C} \) and \( 2^{\circ} \mathrm{C} \) is true?,"\( 2^{\circ} \mathrm{C} \) is \( 3^{\circ} \mathrm{C} \)
hotter than
\[
-5^{\circ} \mathrm{C}
\]",\( 2^{\circ} \mathrm{C} \) is \( 7^{\circ} \mathrm{C} \) hotter than \( -5^{\circ} \mathrm{C} \),\( 2^{\circ} \mathrm{C} \) is \( 3^{\circ} \mathrm{C} \) colder than \( -5^{\circ} \mathrm{C} \),"\( 2^{\circ} \mathrm{C} \) is \( 7^{\circ} \mathrm{C} \) colder than
\[
-5^{\circ} \mathrm{C}
\]",2119.0,,,1471.0,,0.0
899,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,C,"\[
10-8 \times 7+6=
\]

Which calculation should you do first?",\( 7+6 \),\( 10-8 \),\( 8 \times 7 \),It doesn't matter: you get the same answer,706.0,1507.0,,2532.0,,0.0
900,3143,Convert between cm³ and l,197,Volume and Capacity Units,C,\( 500000 \mathrm{~cm}^{3} \) is the same as ______ litres,\( 0.5 \),\( 5 \),\( 500 \),\( 5000 \),,1484.0,,474.0,,0.0
901,3202,Recognise and name a variable,70,Writing Expressions,C,"Which of the following is the most appropriate word to describe \( p \) in this:
\(
3 p+7
\)",Equation,Term,Variable,Expression,196.0,2519.0,,2209.0,Algebra,1.0
902,1273,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251,Simplifying Expressions by Collecting Like Terms,D,"Simplify, if possible:
\[
z+5
\]",\( 5 z \),\( z^{5} \),\( z 5 \),Does not simplify,2504.0,4.0,,,Algebra,1.0
909,1034,Represent a linear inequality in the form a ≤ x ≤ b (and other sign arrangements) on a numberline,165,Inequalities on Number Lines,D,Which number line represents \( -1 \leq x<3 \) ?,"![Number line with numbers from -5 to 5. Above the -1 is an open, unfilled circle with an arrow to the left. Above the 3 is a red, filled circle with an arrow to the right.]()","![Number line with numbers from -5 to 5. Above the -1 is a blue, filled circle with an arrow to the left. Above the 3 is an open, unfilled circle with an arrow to the right.]()","![Number line with numbers from -5 to 5. Above the -1 is an open,  unfilled circle and above the 3 is a green, filled circle. The two circles are joined by a horizontal line.]()","![Number line with numbers from -5 to 5. Above the -1 is a purple, filled circle and above the 3 is an open, unfilled circle. The two circles are joined by a horizontal line.]()",,1880.0,550.0,,,0.0
910,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,A,"Expand:
\[
3(p-1)
\]",\( 3 p-3 \),\( 3 p-1 \),\( p-3 \),\( 3 p-2 \),,220.0,1911.0,107.0,Algebra,1.0
912,100,Recognise and use efficient strategies for mental subtraction,203,Mental Addition and Subtraction,B,"Nick wants to subtract \( 199 \) from a number.
Which one of the following methods would give him the correct answer?",\( +200 \) then \( +1 \),\( -200 \) then \( +1 \),\( -200 \) then \( -1 \),\( +200 \) then \( -1 \),1338.0,,1338.0,1338.0,,0.0
916,220,Round numbers greater than 1 to one significant figure,214,Rounding to Decimal Places,A,"Jo and Paul are arguing about rounding.

Jo says \( \mathbf{9 9 . 9 6} \) rounded to \( 1 \) significant figure is \( \mathbf{1 0 0} \)

Paul says \( \mathbf{9 9 . 9 6} \) rounded to \( 1 \) decimal place is \( \mathbf{1 0 0} \)
Who is correct?",Only Jo,Only Paul,Both Jo and Paul,Neither is correct,,,2162.0,,,0.0
917,1523,Rearrange formulae to change the subject where the subject appears once and three or more steps are needed,60,Rearranging Formula and Equations,B,"Tom and Katie are discussing rearranging \( t=\sqrt{u+9} \) to make \( u \) the subject
Tom says a correct first line of working could be: \( t=\sqrt{u}+3 \)
Katie says a correct first line of working could be: \( t^{2}=u+9 \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,483.0,,483.0,,,0.0
918,318,Divide a decimal by an integer,224,Multiplying and Dividing with Decimals,D,\( 0.5 \div 2= \),\( 0.3 \),\( 0.025 \),\( 1 \),\( 0.25 \),2273.0,2002.0,1074.0,,,0.0
920,220,Round numbers greater than 1 to one significant figure,215,Rounding to Significant Figures,C,"Round this number to \( 1 \) significant figure:
\( 95365 \)",\( 10000 \),\( 90000 \),\( 100000 \),\( 95365 \),1605.0,1379.0,,,,0.0
921,219,Round numbers to three or more decimal places,214,Rounding to Decimal Places,A,What is \( 20.15349 \) rounded to \( 3 \) decimal places?,\( 20.153 \),\( 20.15 \),\( 20.154 \),\( 20.253 \),,2392.0,1988.0,2330.0,,0.0
922,2099,Convert between cm³ and mm³,197,Volume and Capacity Units,C,\( 1 \mathrm{~cm}^{3} \) is the same as _______ \( \mathrm{mm}^{3} \),\( 10 \),\( 100 \),\( 1000 \),\( 10000 \),2514.0,2514.0,,,,0.0
924,2462,Draw the net of a prism,85,Nets,B,Which of the following collections of shapes would allow you to draw the net of a hexagonal prism?,"\( 1 \) hexagon
\( 6 \) triangles",\( 2 \) hexagons \( 6 \) rectangles,"\( 1 \) hexagon
\( 6 \) rectangles","\( 2 \) hexagons
\( 6 \) triangles",1783.0,,1783.0,690.0,,0.0
925,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,D,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the circle? \( \frac{? \pm \sqrt{?-?}}{\bigcirc} \)",\( 3 \),\( 5 \),\( 9 \),\( 6 \),1044.0,1205.0,2316.0,,Quadratics,1.0
926,336,Recognise when to find a factor to solve a problem,219,Factors and Highest Common Factor,A,"Emma has \( 24 \) cakes to give away to her friends.
To work out what numbers of friends Emma could give equal amounts of cake to without having any cakes left over, Emma needs to know the ___ of \( 24 \)",factors,digits,multiples,reciprocal,,2215.0,710.0,2215.0,,0.0
929,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,A,When factorising \( x^{2}+6 x+8 \) we need two numbers that:,Add to give \( 6 \) and multiply to give \( 8 \),Add to give \( 6 x \) and multiply to give \( 8 \),Add to give \( 8 \) and multiply to give \( 6 \),Add to give \( 8 x \) and multiply to give \( 6 \),,1432.0,2142.0,,Quadratics,1.0
932,206,Round integers to the nearest 10,213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 640 \),\( 650 \),\( 600 \),\( 630 \),,2392.0,2392.0,1379.0,,0.0
933,919,Determine if a given point lies on a line,257,Plotting Lines from Tables of Values,A,"Tom and Katie are arguing about points on the line
\[
y=2 x-3
\]

Tom says \( (5,7) \) lies on the line \( \boldsymbol{y}=\mathbf{2} \boldsymbol{x}-\mathbf{3} \)

Katie says \( (-5,-7) \) lies on the line \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \)

Who is correct?","Only
Tom",Only Katie,Both Tom and Katie,Neither is correct,,,1937.0,,Graphs & Coordinates,1.0
935,1450,Substitute a solution back into the remaining equation and find the second solution,63,Simultaneous Equations,D,"Isaac is halfway through solving a pair of simultaneous equations, one of which is below.

\(
2 j-k=-10
\)

Isaac found that \( k=8 \)
What does \( j \) equal?",\( j=1 \),\( j=9 \),\( j=-9 \),\( j=-1 \),34.0,795.0,1214.0,,,0.0
936,1431,Factorise a quadratic expression in the form x² - bx - c,53,Factorising into a Double Bracket,A,"Tom and Katie are arguing about factorising. Tom says \( x^{2}+5 x+6 \equiv(x+3)(x+2) \) 
Katie says \( x^{2}-5 x-6 \equiv(x-3)(x-2) \) 
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1597.0,,Quadratics,1.0
937,216,Round decimals to the nearest whole number,213,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( \mathbf{9 0 . 6 8 2} \) rounded to the nearest integer?,\( 90 \),\( 90.7 \),\( 91 \),\( 92 \),1379.0,2392.0,,2330.0,,0.0
938,246,Carry out addition problems involving one negative integer,211,Adding and Subtracting Negative Numbers,B,"Peter is counting up in threes. He starts at \( -16 \)
What is the \( 5^{\text {th }} \) number he says?",\( -28 \),\( -4 \),\( -1 \),\( -31 \),2109.0,,,2109.0,,0.0
940,3318,Understand the relationship between parts of a ratio,334,Writing Ratios,C,"Tom and Katie are arguing about the information on the right.

Tom says there are \( 9 \) times as many students as teachers.

Katie says one in ten people are teachers.
Who is correct? On a school trip, the ratio of teachers to students is:
teachers : students
\(
1: 9
\)",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,357.0,498.0,,357.0,,0.0
941,1501,Carry out the first stage in an iteration solution,69,Trial and Improvement and Iterative Methods,A,"\(
x_{n+1}=10-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=4 \), what is the value of \( x_{2} \) ?",\( 9.75 \),\( 9.8974 \ldots \),\( 2.25 \),Another answer,,1631.0,,,,0.0
943,960,Identify perpendicular lines written in the form y = mx + c,263,Perpendicular Lines,A,"Which of the following lines is perpendicular to
\[
y=2 x+1 \text { ? }
\]",\( y=7-\frac{1}{2} x \),\( y=2 x-1 \),\( x=2 y+1 \),\( y=\frac{1}{2} x-3 \),,1917.0,708.0,925.0,,0.0
944,1262,Recognise and name an equation,157,Writing Formula,A,"Which of the following words is the correct description for:
\(x+3=5 ?\)",Equation,Formula,Identity,Expression,,835.0,553.0,1834.0,,0.0
945,3215,Round numbers to an appropriate degree to estimate the answer to a calculation,216,Estimation,B,"Tom and Katie are discussing using estimation when multiplying
Tom says \( 82 \times 4<320 \)
Katie says \( 41 \times 8>320 \)
Without calculating the exact answers, who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1449.0,,,,,0.0
